hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_tweets_in_C	count_H_entire_dataset	count_tweets_entire_dataset
Tokayev	1891490382	52.55555	.00473	.00009	1	211	2	20481
Tobacco	1891490382	118.25000	.00473	.00004	1	211	1	20481
terrorist	1891490382	33.78571	.00473	.00014	1	211	3	20481
TelAviv	1891490382	13.91176	.00473	.00034	1	211	7	20481
Taliban	1891490382	13.91176	.00473	.00034	1	211	7	20481
Tabriz	1891490382	118.25000	.00473	.00004	1	211	1	20481
Syrian	1891490382	33.78571	.00473	.00014	1	211	3	20481
Swiss	1891490382	52.55555	.00473	.00009	1	211	2	20481
SWIFT	1891490382	6.95588	.00473	.00068	1	211	14	20481
StandWithUkriane	1891490382	1.03275	.00473	.00458	1	211	94	20481
Spanish	1891490382	118.25000	.00473	.00004	1	211	1	20481
Soviet	1891490382	33.78571	.00473	.00014	1	211	3	20481
sovereignty	1891490382	52.55555	.00473	.00009	1	211	2	20481
Snivsk	1891490382	118.25000	.00473	.00004	1	211	1	20481
Snake	1891490382	118.25000	.00473	.00004	1	211	1	20481
Shoigu	1891490382	19.70833	.00473	.00024	1	211	5	20481
Sevastopol	1891490382	52.55555	.00473	.00009	1	211	2	20481
Serbian	1891490382	118.25000	.00473	.00004	1	211	1	20481
SaudiArabia	1891490382	12.12820	.00473	.00039	1	211	8	20481
Saudi	1891490382	19.70833	.00473	.00024	1	211	5	20481
Sartana	1891490382	118.25000	.00473	.00004	1	211	1	20481
Sapega	1891490382	118.25000	.00473	.00004	1	211	1	20481
Sakhalin	1891490382	33.78571	.00473	.00014	1	211	3	20481
Saintpetersburg	1891490382	118.25000	.00473	.00004	1	211	1	20481
Rudnitskoye	1891490382	118.25000	.00473	.00004	1	211	1	20481
Roscosmos	1891490382	118.25000	.00473	.00004	1	211	1	20481
Rogozin	1891490382	118.25000	.00473	.00004	1	211	1	20481
Protasevich	1891490382	118.25000	.00473	.00004	1	211	1	20481
Prague	1891490382	16.31034	.00473	.00029	1	211	6	20481
Povoroznyk	1891490382	118.25000	.00473	.00004	1	211	1	20481
Poltava	1891490382	118.25000	.00473	.00004	1	211	1	20481
Petersburg	1891490382	118.25000	.00473	.00004	1	211	1	20481
peace	1891490382	8.15517	.00473	.00058	1	211	12	20481
Oslo	1891490382	118.25000	.00473	.00004	1	211	1	20481
Okhtyrka	1891490382	118.25000	.00473	.00004	1	211	1	20481
Odesa	1891490382	5.69879	.00473	.00083	1	211	17	20481
Novosibirsk	1891490382	33.78571	.00473	.00014	1	211	3	20481
Norwegian	1891490382	118.25000	.00473	.00004	1	211	1	20481
Norway	1891490382	13.91176	.00473	.00034	1	211	7	20481
Nikolaev	1891490382	52.55555	.00473	.00009	1	211	2	20481
NEXTA	1891490382	118.25000	.00473	.00004	1	211	1	20481
Nazi	1891490382	13.91176	.00473	.00034	1	211	7	20481
Moldova	1891490382	5.14130	.00473	.00092	1	211	19	20481
Mizintsev	1891490382	52.55555	.00473	.00009	1	211	2	20481
Meta	1891490382	118.25000	.00473	.00004	1	211	1	20481
Melnichenko	1891490382	118.25000	.00473	.00004	1	211	1	20481
Marinka	1891490382	118.25000	.00473	.00004	1	211	1	20481
Mangush	1891490382	118.25000	.00473	.00004	1	211	1	20481
Macedonia	1891490382	118.25000	.00473	.00004	1	211	1	20481
Lvov	1891490382	118.25000	.00473	.00004	1	211	1	20481
Luzhniki	1891490382	118.25000	.00473	.00004	1	211	1	20481
Luxembourg	1891490382	118.25000	.00473	.00004	1	211	1	20481
Lukashenko	1891490382	13.91176	.00473	.00034	1	211	7	20481
Lithuanians	1891490382	52.55555	.00473	.00009	1	211	2	20481
Lithuania	1891490382	9.85416	.00473	.00048	1	211	10	20481
Lisbon	1891490382	52.55555	.00473	.00009	1	211	2	20481
Liman	1891490382	118.25000	.00473	.00004	1	211	1	20481
Lenin	1891490382	52.55555	.00473	.00009	1	211	2	20481
Lavrov	1891490382	8.15517	.00473	.00058	1	211	12	20481
Kyrgyzstan	1891490382	52.55555	.00473	.00009	1	211	2	20481
Kremlin	1891490382	6.06410	.00473	.00078	1	211	16	20481
Krasnodar	1891490382	118.25000	.00473	.00004	1	211	1	20481
Kostroma	1891490382	118.25000	.00473	.00004	1	211	1	20481
Koroszczyn	1891490382	118.25000	.00473	.00004	1	211	1	20481
Kiyv	1891490382	52.55555	.00473	.00009	1	211	2	20481
Kiev	1891490382	2.55675	.00473	.00185	1	211	38	20481
Kharkov	1891490382	11.00000	.00473	.00043	1	211	9	20481
Kaliningrad	1891490382	118.25000	.00473	.00004	1	211	1	20481
Kadyrov	1891490382	16.31034	.00473	.00029	1	211	6	20481
Jiji	1891490382	118.25000	.00473	.00004	1	211	1	20481
Italy	1891490382	8.15517	.00473	.00058	1	211	12	20481
Italian	1891490382	33.78571	.00473	.00014	1	211	3	20481
Istanbul	1891490382	33.78571	.00473	.00014	1	211	3	20481
Irpin	1891490382	3.35460	.00473	.00141	1	211	29	20481
Google	1891490382	24.89473	.00473	.00019	1	211	4	20481
Gomel	1891490382	52.55555	.00473	.00009	1	211	2	20481
Germans	1891490382	118.25000	.00473	.00004	1	211	1	20481
Gerashchenko	1891490382	118.25000	.00473	.00004	1	211	1	20481
Gdansk	1891490382	118.25000	.00473	.00004	1	211	1	20481
Gazprom	1891490382	19.70833	.00473	.00024	1	211	5	20481
French	1891490382	12.12820	.00473	.00039	1	211	8	20481
fillers	1891490382	118.25000	.00473	.00004	1	211	1	20481
Eurasia	1891490382	118.25000	.00473	.00004	1	211	1	20481
Erbil	1891490382	12.12820	.00473	.00039	1	211	8	20481
Enerhodar	1891490382	16.31034	.00473	.00029	1	211	6	20481
EAEU	1891490382	118.25000	.00473	.00004	1	211	1	20481
Duda	1891490382	52.55555	.00473	.00009	1	211	2	20481
Denisova	1891490382	118.25000	.00473	.00004	1	211	1	20481
Damascus	1891490382	19.70833	.00473	.00024	1	211	5	20481
Cypriot	1891490382	118.25000	.00473	.00004	1	211	1	20481
Crimea	1891490382	7.50793	.00473	.00063	1	211	13	20481
CNN	1891490382	5.14130	.00473	.00092	1	211	19	20481
Chornobaivka	1891490382	52.55555	.00473	.00009	1	211	2	20481
Chornobaevka	1891490382	118.25000	.00473	.00004	1	211	1	20481
Chernobayevka	1891490382	118.25000	.00473	.00004	1	211	1	20481
Chechnya	1891490382	19.70833	.00473	.00024	1	211	5	20481
Chechen	1891490382	52.55555	.00473	.00009	1	211	2	20481
Change	1891490382	33.78571	.00473	.00014	1	211	3	20481
Cat	1891490382	24.89473	.00473	.00019	1	211	4	20481
BuzzFeed	1891490382	118.25000	.00473	.00004	1	211	1	20481
BuckinghamPalace	1891490382	118.25000	.00473	.00004	1	211	1	20481
Buchenwald	1891490382	52.55555	.00473	.00009	1	211	2	20481
Bratchuk	1891490382	118.25000	.00473	.00004	1	211	1	20481
Botox	1891490382	118.25000	.00473	.00004	1	211	1	20481
Bosch	1891490382	118.25000	.00473	.00004	1	211	1	20481
Borodyanka	1891490382	12.12820	.00473	.00039	1	211	8	20481
Borodianka	1891490382	24.89473	.00473	.00019	1	211	4	20481
Belgorod	1891490382	13.91176	.00473	.00034	1	211	7	20481
BBC	1891490382	3.23972	.00473	.00146	1	211	30	20481
Baltic	1891490382	52.55555	.00473	.00009	1	211	2	20481
Axios	1891490382	118.25000	.00473	.00004	1	211	1	20481
Australian	1891490382	16.31034	.00473	.00029	1	211	6	20481
Australia	1891490382	2.55675	.00473	.00185	1	211	38	20481
Armenia	1891490382	52.55555	.00473	.00009	1	211	2	20481
Aleppo	1891490382	19.70833	.00473	.00024	1	211	5	20481
Akhtyrka	1891490382	118.25000	.00473	.00004	1	211	1	20481
AeroVironment	1891490382	118.25000	.00473	.00004	1	211	1	20481
AbbVie	1891490382	118.25000	.00473	.00004	1	211	1	20481
AbLeg	18950745	220.26431	1.00000	.00454	3	3	93	20481
Covid19AB	18950745	1550.37209	.66666	.00043	2	3	9	20481
ACAB	18950745	1149.41379	.33333	.00029	1	3	6	20481
auspol	18965916	6.99496	.50000	.07148	2	4	1464	20481
SolomonIslands	18965916	862.06896	.25000	.00029	1	4	6	20481
BenRobertsSmith	18965916	6250.00000	.25000	.00004	1	4	1	20481
ausvotes	18965916	23.71916	.25000	.01054	1	4	216	20481
auspol	1897328731	3.99706	.28571	.07148	2	7	1464	20481
qldfloods	1897328731	366.28205	.14285	.00039	1	7	8	20481
Medicare	1897328731	420.14705	.14285	.00034	1	7	7	20481
AusVotes	1897328731	595.20833	.14285	.00024	1	7	5	20481
ausvotes	1897328731	13.55313	.14285	.01054	1	7	216	20481
Auspol	1897328731	44.36335	.14285	.00322	1	7	66	20481
AlexHawke	1897328731	1020.35714	.14285	.00014	1	7	3	20481
CanadaReads	18980055	1530.57142	.21428	.00014	3	14	3	20481
StationEleven	18980055	1587.22222	.14285	.00009	2	14	2	20481
ArtsAndClimate	18980055	1587.22222	.14285	.00009	2	14	2	20481
TurningRed	18980055	375.89473	.07142	.00019	1	14	4	20481
ThePorter	18980055	375.89473	.07142	.00019	1	14	4	20481
SuperBowl	18980055	47.29801	.07142	.00151	1	14	31	20481
Oscars	18980055	14.48681	.07142	.00493	1	14	101	20481
Olympics2022	18980055	297.58333	.07142	.00024	1	14	5	20481
Olympics	18980055	97.83561	.07142	.00073	1	14	15	20481
GGAward	18980055	1785.50000	.07142	.00004	1	14	1	20481
DonWas	18980055	1785.50000	.07142	.00004	1	14	1	20481
DontLookUp	18980055	54.51908	.07142	.00131	1	14	27	20481
BobMarley	18980055	297.58333	.07142	.00024	1	14	5	20481
Beijing2022	18980055	35.71000	.07142	.00200	1	14	41	20481
COVID19	189868631	6.38060	.40000	.06269	6	15	1284	20481
VaccinEquity	189868631	784.29411	.26666	.00034	4	15	7	20481
Ukraine	189868631	1.28008	.20000	.15624	3	15	3200	20481
Tigray	189868631	251.56603	.13333	.00053	2	15	11	20481
NotATarget	189868631	277.77083	.13333	.00048	2	15	10	20481
Ethiopia	189868631	392.14705	.13333	.00034	2	15	7	20481
StPatricksDay	189868631	125.77358	.06666	.00053	1	15	11	20481
polio	189868631	476.14285	.06666	.00014	1	15	3	20481
MLKDay	189868631	31.14953	.06666	.00214	1	15	44	20481
MLK	189868631	59.51785	.06666	.00112	1	15	23	20481
help	189868631	277.75000	.06666	.00024	1	15	5	20481
healthworkers	189868631	476.14285	.06666	.00014	1	15	3	20481
HealthForAll	189868631	277.75000	.06666	.00024	1	15	5	20481
Afghanistan	189868631	29.75892	.06666	.00224	1	15	46	20481
ACTogether	189868631	1666.50000	.06666	.00004	1	15	1	20481
WinterDangers	18997933	8333.25000	.33333	.00004	1	3	1	20481
IStandWithUkraine	18997933	58.37653	.33333	.00571	1	3	117	20481
BewareTheControversialDuckEpisode	18997933	8333.25000	.33333	.00004	1	3	1	20481
cdnpoli	1900566776	25.87322	.60000	.02319	3	5	475	20481
ottnews	1900566776	305.34351	.40000	.00131	2	5	27	20481
onpoli	1900566776	14.43001	.20000	.01386	1	5	284	20481
cdnmedia	1900566776	170.94017	.20000	.00117	1	5	24	20481
ableg	1900566776	6.58761	.20000	.03036	1	5	622	20481
ReligiousDiscriminationBill	190154112	1041.66666	.50000	.00048	2	4	10	20481
QuestionTime	190154112	2083.33333	.50000	.00024	2	4	5	20481
QT	190154112	2631.57894	.50000	.00019	2	4	4	20481
AbusiveAvi	190154112	2777.77777	.25000	.00009	1	4	2	20481
Omicron	19019465	43.27755	.75000	.01733	15	20	355	20481
NotMild	19019465	760.86956	.70000	.00092	14	20	19	20481
LongCovidKids	19019465	116.88311	.45000	.00385	9	20	79	20481
SpotCovid	19019465	689.65517	.20000	.00029	4	20	6	20481
VaccinesWork	19019465	93.45794	.10000	.00107	2	20	22	20481
VaccinateKids	19019465	714.28571	.10000	.00014	2	20	3	20481
BackToSchool	19019465	714.28571	.10000	.00014	2	20	3	20481
Wordbeating	19019465	1250.00000	.05000	.00004	1	20	1	20481
Unfettered	19019465	1250.00000	.05000	.00004	1	20	1	20481
Together	19019465	555.55555	.05000	.00009	1	20	2	20481
SueGrayDay	19019465	147.05882	.05000	.00034	1	20	7	20481
SlavaUkraine	19019465	57.47126	.05000	.00087	1	20	18	20481
Partygate	19019465	7.21500	.05000	.00693	1	20	142	20481
NotReRRRRRRuring	19019465	1250.00000	.05000	.00004	1	20	1	20481
NornIron	19019465	1250.00000	.05000	.00004	1	20	1	20481
LongCovidkids	19019465	172.41379	.05000	.00029	1	20	6	20481
KeepPlanB	19019465	1250.00000	.05000	.00004	1	20	1	20481
GetMaskedNow	19019465	1250.00000	.05000	.00004	1	20	1	20481
GetJohnsonGone	19019465	1250.00000	.05000	.00004	1	20	1	20481
Covid	19019465	6.44329	.05000	.00776	1	20	159	20481
Boris	19058678	515.87301	.65000	.00126	13	20	26	20481
Starmer	19058678	689.65517	.40000	.00058	8	20	12	20481
Labour	19058678	320.51282	.25000	.00078	5	20	16	20481
PM	19058678	384.61538	.15000	.00039	3	20	8	20481
US	19058678	14.88095	.05000	.00336	1	20	69	20481
Ukraine	19058678	.32002	.05000	.15624	1	20	3200	20481
UK	19058678	7.11237	.05000	.00703	1	20	144	20481
Savile	19058678	263.15789	.05000	.00019	1	20	4	20481
Rayner	19058678	1250.00000	.05000	.00004	1	20	1	20481
NATO	19058678	6.83060	.05000	.00732	1	20	150	20481
LGBTQ	19058678	25.00000	.05000	.00200	1	20	41	20481
Islamophobia	19058678	555.55555	.05000	.00009	1	20	2	20481
hypocrite	19058678	555.55555	.05000	.00009	1	20	2	20481
hypocrisy	19058678	357.14285	.05000	.00014	1	20	3	20481
EU	19058678	10.04016	.05000	.00498	1	20	102	20481
democide	19058678	357.14285	.05000	.00014	1	20	3	20481
Brexit	19058678	6.92520	.05000	.00722	1	20	148	20481
BorisBashing	19058678	555.55555	.05000	.00009	1	20	2	20481
Bercow	19058678	1250.00000	.05000	.00004	1	20	1	20481
BBC	19058678	34.24657	.05000	.00146	1	20	30	20481
auspol	190638538	41.96978	3.00000	.07148	3	1	1464	20481
Ukraine	19080151	.74206	.11594	.15624	8	69	3200	20481
Russian	19080151	4.44302	.08695	.01957	6	69	401	20481
Russia	19080151	1.48176	.08695	.05868	6	69	1202	20481
Mariupol	19080151	6.59927	.07246	.01098	5	69	225	20481
Putin	19080151	3.88018	.05797	.01494	4	69	306	20481
genocide	19080151	74.32051	.05797	.00078	4	69	16	20481
Nuremberg	19080151	228.78947	.04347	.00019	3	69	4	20481
Turkey	19080151	27.08411	.02898	.00107	2	69	22	20481
Slovyansk	19080151	322.00000	.02898	.00009	2	69	2	20481
Kherson	19080151	9.59602	.02898	.00302	2	69	62	20481
FARA	19080151	322.00000	.02898	.00009	2	69	2	20481
Donbas	19080151	19.84931	.02898	.00146	2	69	30	20481
Covid19	19080151	3.09284	.02898	.00937	2	69	192	20481
Belarus	19080151	5.16577	.02898	.00561	2	69	115	20481
Zaporizhia	19080151	161.00000	.01449	.00009	1	69	2	20481
YPJ	19080151	362.25000	.01449	.00004	1	69	1	20481
YPG	19080151	362.25000	.01449	.00004	1	69	1	20481
Vasylivka	19080151	362.25000	.01449	.00004	1	69	1	20481
UkrainianGenocide	19080151	362.25000	.01449	.00004	1	69	1	20481
UKraineunderattack	19080151	362.25000	.01449	.00004	1	69	1	20481
UkraineUnderAttack	19080151	1.92942	.01449	.00751	1	69	154	20481
UkraineRecoveryFund	19080151	362.25000	.01449	.00004	1	69	1	20481
ThisIsNotADrill	19080151	103.50000	.01449	.00014	1	69	3	20481
SwanLake	19080151	362.25000	.01449	.00004	1	69	1	20481
stoprussia	19080151	9.92465	.01449	.00146	1	69	30	20481
Snyorivka	19080151	362.25000	.01449	.00004	1	69	1	20481
Shoigu	19080151	60.37500	.01449	.00024	1	69	5	20481
SCOTUS	19080151	3.62250	.01449	.00400	1	69	82	20481
Scotus	19080151	362.25000	.01449	.00004	1	69	1	20481
Sberbank	19080151	362.25000	.01449	.00004	1	69	1	20481
Russianpropaganda	19080151	362.25000	.01449	.00004	1	69	1	20481
Qaeda	19080151	362.25000	.01449	.00004	1	69	1	20481
Projection	19080151	362.25000	.01449	.00004	1	69	1	20481
Poland	19080151	5.40671	.01449	.00268	1	69	55	20481
PedophileCaucus	19080151	362.25000	.01449	.00004	1	69	1	20481
navy	19080151	362.25000	.01449	.00004	1	69	1	20481
Naryshkin	19080151	362.25000	.01449	.00004	1	69	1	20481
Moldova	19080151	15.75000	.01449	.00092	1	69	19	20481
Kyiv	19080151	.80679	.01449	.01796	1	69	368	20481
Kremlin	19080151	18.57692	.01449	.00078	1	69	16	20481
KochNetwork	19080151	42.61764	.01449	.00034	1	69	7	20481
Koch	19080151	362.25000	.01449	.00004	1	69	1	20481
Kakhovka	19080151	161.00000	.01449	.00009	1	69	2	20481
JFK	19080151	362.25000	.01449	.00004	1	69	1	20481
Japan	19080151	21.30882	.01449	.00068	1	69	14	20481
ISIS	19080151	42.61764	.01449	.00034	1	69	7	20481
Inhulets	19080151	362.25000	.01449	.00004	1	69	1	20481
Hyena	19080151	362.25000	.01449	.00004	1	69	1	20481
HTS	19080151	362.25000	.01449	.00004	1	69	1	20481
Holywood	19080151	362.25000	.01449	.00004	1	69	1	20481
Hauge	19080151	362.25000	.01449	.00004	1	69	1	20481
gaspipelines	19080151	362.25000	.01449	.00004	1	69	1	20481
Fonzi	19080151	362.25000	.01449	.00004	1	69	1	20481
Europe	19080151	9.28846	.01449	.00156	1	69	32	20481
Erdogan	19080151	161.00000	.01449	.00009	1	69	2	20481
DramaTheater	19080151	362.25000	.01449	.00004	1	69	1	20481
DeleteFacebook	19080151	60.37500	.01449	.00024	1	69	5	20481
DEFCON	19080151	362.25000	.01449	.00004	1	69	1	20481
Cuba	19080151	17.45783	.01449	.00083	1	69	17	20481
Crimea	19080151	23.00000	.01449	.00063	1	69	13	20481
COVID19	19080151	.23113	.01449	.06269	1	69	1284	20481
ClarenceThomas	19080151	76.26315	.01449	.00019	1	69	4	20481
Chernihiv	19080151	4.50000	.01449	.00322	1	69	66	20481
Barativka	19080151	362.25000	.01449	.00004	1	69	1	20481
BackfireBombers	19080151	362.25000	.01449	.00004	1	69	1	20481
AzovBattalion	19080151	49.96551	.01449	.00029	1	69	6	20481
Anonymous	19080151	2.96926	.01449	.00488	1	69	100	20481
Americans	19080151	103.50000	.01449	.00014	1	69	3	20481
AFRIN	19080151	362.25000	.01449	.00004	1	69	1	20481
GovernorMeeMaw	19084896	2857.14285	.40000	.00014	2	5	3	20481
SeizeTheYachts	19084896	1428.57142	.20000	.00014	1	5	3	20481
MerrickGarland	19084896	465.11627	.20000	.00043	1	5	9	20481
GOPtheRussianParty	19084896	833.33333	.20000	.00024	1	5	5	20481
BanFoxFromBases	19084896	1052.63157	.20000	.00019	1	5	4	20481
DeadlineWH	19088288	11111.11111	1.00000	.00009	2	2	2	20481
CNN	19088288	543.47826	.50000	.00092	1	2	19	20481
onpoli	19089339	432.90043	6.00000	.01386	6	1	284	20481
LongCovid	191100226	200.44097	10.00000	.04989	20	2	1022	20481
longhaulers	191100226	943.39622	.50000	.00053	1	2	11	20481
StopFundingHate	1915033663	2380.92857	.33333	.00014	1	3	3	20481
LetFreeFloridaSayGay	1915033663	1388.87500	.33333	.00024	1	3	5	20481
CignaLied	1915033663	8333.25000	.33333	.00004	1	3	1	20481
bbcgms	19158571	1149.42528	1.00000	.00087	2	2	18	20481
Brexit	19158571	69.25207	.50000	.00722	1	2	148	20481
CA45	19168328	3125.00000	.75000	.00024	3	4	5	20481
CA40	19168328	1744.18604	.75000	.00043	3	4	9	20481
MLKDay	19168328	116.82242	.25000	.00214	1	4	44	20481
MartinLutherKingDay	19168328	2777.77777	.25000	.00009	1	4	2	20481
BREAKING	1917731	283.48688	4.00000	.01411	8	2	289	20481
RightToChoose	1917731	12500.00000	.50000	.00004	1	2	1	20481
TheGreatBritishMortgageSwindle	1921157221	3125.00000	.12500	.00004	1	8	1	20481
TGBMS	1921157221	3125.00000	.12500	.00004	1	8	1	20481
SilentWeapons	1921157221	3125.00000	.12500	.00004	1	8	1	20481
MidazolamMurders	1921157221	3125.00000	.12500	.00004	1	8	1	20481
Midazolammed	1921157221	3125.00000	.12500	.00004	1	8	1	20481
Genocide	1921157221	260.41666	.12500	.00048	1	8	10	20481
Censored	1921157221	3125.00000	.12500	.00004	1	8	1	20481
anarchy	1921157221	3125.00000	.12500	.00004	1	8	1	20481
PamAndTommy	1921951394	821.00000	.23809	.00029	5	21	6	20481
unsubscribe	1921951394	656.79310	.19047	.00029	4	21	6	20481
TrumpCoupAttempt	1921951394	75.57936	.09523	.00126	2	21	26	20481
PerjuryTaylorGreene	1921951394	151.15873	.09523	.00063	2	21	13	20481
TrumpisaNationalDisgrace	1921951394	529.00000	.04761	.00009	1	21	2	20481
TrumpInsurrection	1921951394	250.57894	.04761	.00019	1	21	4	20481
TrumpForPrison	1921951394	1190.25000	.04761	.00004	1	21	1	20481
TrumpCrimeFamilyForPrison	1921951394	250.57894	.04761	.00019	1	21	4	20481
TrumpCrimeFamily	1921951394	32.60958	.04761	.00146	1	21	30	20481
SinemaEndsDemocracy	1921951394	529.00000	.04761	.00009	1	21	2	20481
ShameOnRebuplicans	1921951394	1190.25000	.04761	.00004	1	21	1	20481
ShameOnMcCarthy	1921951394	1190.25000	.04761	.00004	1	21	1	20481
RepublicansAreTraitors	1921951394	198.37500	.04761	.00024	1	21	5	20481
McCarthyisAWeakMan	1921951394	1190.25000	.04761	.00004	1	21	1	20481
LockHimUp	1921951394	54.72413	.04761	.00087	1	21	18	20481
KevinMcCarthyResign	1921951394	1190.25000	.04761	.00004	1	21	1	20481
KevinMcCarthyLowlif	1921951394	1190.25000	.04761	.00004	1	21	1	20481
KevinMcCarthyIsaThreatToAmericanDemocracy	1921951394	1190.25000	.04761	.00004	1	21	1	20481
Insurrectionist	1921951394	1190.25000	.04761	.00004	1	21	1	20481
InsurrectionHasConsequences	1921951394	529.00000	.04761	.00009	1	21	2	20481
HouseOfGucci	1921951394	1190.25000	.04761	.00004	1	21	1	20481
novaxdjokovic	1922781510	1020.35714	.14285	.00014	1	7	3	20481
Novavax	1922781510	1587.22222	.14285	.00009	1	7	2	20481
LeMMMMMMRip	1922781510	101.31205	.14285	.00141	1	7	29	20481
HomeToBilo	1922781510	297.60416	.14285	.00048	1	7	10	20481
Djokovic	1922781510	86.05421	.14285	.00166	1	7	34	20481
AlboForPM	1922781510	20.20509	.14285	.00707	1	7	145	20481
ABF	1922781510	3571.25000	.14285	.00004	1	7	1	20481
NazaninZaghariRatcliffe	19233522	1149.41379	.33333	.00029	1	3	6	20481
JohnsonOut	19233522	38.57986	.33333	.00864	1	3	177	20481
HIGNFY	19233522	1754.36842	.33333	.00019	1	3	4	20481
covid19ab	192414447	373.13432	1.00000	.00268	9	9	55	20481
ableg	192414447	32.93807	1.00000	.03036	9	9	622	20481
abed	192414447	110.41987	.88888	.00805	8	9	165	20481
REPnotRIP	192414447	775.18604	.33333	.00043	3	9	9	20481
yyc	192414447	23.71611	.22222	.00937	2	9	192	20481
yeg	192414447	34.24036	.22222	.00649	2	9	133	20481
cdnpoli	192414447	9.58257	.22222	.02319	2	9	475	20481
abpoli	192414447	24.23336	.22222	.00917	2	9	188	20481
abhealth	192414447	25.02477	.11111	.00444	1	9	91	20481
WeatherAware	19282280	980.38235	.33333	.00034	7	21	7	20481
StormEunice	19282280	159.48803	.33333	.00209	7	21	43	20481
winds	19282280	1058.11111	.09523	.00009	2	21	2	20481
Tuesday	19282280	501.21052	.09523	.00019	2	21	4	20481
StormFranklin	19282280	396.79166	.09523	.00024	2	21	5	20481
Saturday	19282280	680.21428	.09523	.00014	2	21	3	20481
Tonga	19282280	36.34351	.04761	.00131	1	21	27	20481
sunshine	19282280	1190.25000	.04761	.00004	1	21	1	20481
StormDudley	19282280	140.02941	.04761	.00034	1	21	7	20481
StormCorrie	19282280	1190.25000	.04761	.00004	1	21	1	20481
SaharanDust	19282280	1190.25000	.04761	.00004	1	21	1	20481
